# ----------------------------------------
# Bericht "Dashboard"
# ----------------------------------------
# Aktive Nutzer #
X. Tag,28 Tage,7 Tage,1 Tag
0000,69,69,36

# Wichtigste Conversion-Ereignisse #
X. Tag,submit_click
0000,21

# Tägliches Nutzer-Engagement #
X. Tag,Dauer des Engagement
0000,48.69444444444444

Bildschirmklasse,Nutzer-Engagement,Durchschnittliches Nutzer-Engagement
(not set),1,7.846153846153846

# Gesamtumsatz #
X. Tag,Gesamteinnahmen


# Nutzer ohne Abstürze #
App,Nutzer ohne Abstürze
1617532255,1

# Akzeptanz der App-Version #
App,Version,Status


# Akquisition #
Quelle,first_open/first_visit Conversions,LTV
mturkcontent.com,65,0
(direct),5,0
facebook.com,1,0
m.facebook.com,1,0
matiive.firebaseapp.com,1,0

# Kohorten zur Kundenbindung #
Datum,Woche 0,Woche 1,Woche 2,Woche 3,Woche 4,Woche 5
29. Sept. - 5. Okt.,0,0,0,0,0,0
6. Okt. - 12. Okt.,0,0,0,0,0,-1
13. Okt. - 19. Okt.,0,0,0,0,-1,-1
20. Okt. - 26. Okt.,0,0,0,-1,-1,-1
27. Okt. - 2. Nov.,0,0,-1,-1,-1,-1
3. Nov. - 9. Nov.,0,-1,-1,-1,-1,-1

# Zielgruppe #
Landes-ID,Sitzungen,Gesamt (%)
IN,20,1
US,10,0
CA,2,0
BR,1,0
GB,1,0
HK,1,0
IT,1,0
NL,1,0

Gerätemodell,Nutzer
Edge,16
(not set),13
Safari,2
CTS reformatting proxy,1
ChromeBook,1
Mi A1,1
PRA-LX1,1
Revue,1

Betriebssystem mit Version,Nutzer
Windows 10,16
Windows 7,11
Linux ,2
Windows 8.1,2
Android 8.0.0,1
Android 9,1
Chrome OS ,1
Macintosh Intel 10.13,1
Macintosh Intel 10.15,1

Geschlecht,Nutzer


Kategorie


# Zielgruppe #
Plattform,Nutzer
"[""Web""]",36

Plattform,Nutzer
Web,1

Plattform,Nutzer,Gesamt (%),Nutzer-Engagement,Gesamteinnahmen
Web,36,1,48.69444444444444,0
