# ----------------------------------------
# Bericht "Dashboard"
# ----------------------------------------
# Aktive Nutzer #
X. Tag,28 Tage,7 Tage,1 Tag
0000,35,35,31

# Wichtigste Conversion-Ereignisse #
X. Tag,submit_click
0000,23

# Tägliches Nutzer-Engagement #
X. Tag,Dauer des Engagement
0000,58.935483870967744

Bildschirmklasse,Nutzer-Engagement,Durchschnittliches Nutzer-Engagement
(not set),1,6.666666666666667

# Gesamtumsatz #
X. Tag,Gesamteinnahmen


# Nutzer ohne Abstürze #
App,Nutzer ohne Abstürze
1617532255,1

# Akzeptanz der App-Version #
App,Version,Status


# Akquisition #
Quelle,first_open/first_visit Conversions,LTV
mturkcontent.com,32,0
(direct),4,0
facebook.com,1,0
m.facebook.com,1,0

# Kohorten zur Kundenbindung #
Datum,Woche 0,Woche 1,Woche 2,Woche 3,Woche 4,Woche 5
29. Sept. - 5. Okt.,0,0,0,0,0,0
6. Okt. - 12. Okt.,0,0,0,0,0,-1
13. Okt. - 19. Okt.,0,0,0,0,-1,-1
20. Okt. - 26. Okt.,0,0,0,-1,-1,-1
27. Okt. - 2. Nov.,0,0,-1,-1,-1,-1
3. Nov. - 9. Nov.,0,-1,-1,-1,-1,-1

# Zielgruppe #
Landes-ID,Sitzungen,Gesamt (%)
US,15,0
IN,9,0
IT,3,0
BR,1,0
CA,1,0
FR,1,0
GB,1,0
JP,1,0
NL,1,0
VE,1,0

Gerätemodell,Nutzer
(not set),14
Edge,12
Revue,3
ChromeBook,2
SM-N960U,1
Safari,1

Betriebssystem mit Version,Nutzer
Windows 10,12
Windows 7,12
Linux ,3
Chrome OS ,2
Windows 8.1,2
Android 9,1
Macintosh Intel 10.15,1

Geschlecht,Nutzer


Kategorie


# Zielgruppe #
Plattform,Nutzer
"[""Web""]",31

Plattform,Nutzer
Web,1

Plattform,Nutzer,Gesamt (%),Nutzer-Engagement,Gesamteinnahmen
Web,31,1,58.935483870967744,0
